letter	frequency
0	0.00026139728
1	0
2	0
3	0
4	0
5	0.0000048347865
6	0
7	0
8	0
9	0.14401741
10	0.3175742
11	0
12	0.00000811376
13	0.06414119
14	0
15	0
16	0
17	0
18	0.000007639351
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0.8250776
33	0.033839922
34	0.1728782
35	0.042490482
36	0.016744183
37	0.025508206
38	0.044073403
39	0.0520693
40	0.123300746
41	0.12348813
42	0.069566324
43	0.034391213
44	0.12661144
45	0.23265542
46	0.2787007
47	0.19036981
48	0.21327487
49	0.16386361
50	0.13522059
51	0.09511072
52	0.08665687
53	0.09067952
54	0.07635379
55	0.066746324
56	0.071841106
57	0.07707562
58	0.18736099
59	0.17336704
60	0.10166628
61	0.15409614
62	0.10509573
63	0.021238592
64	0.0088447
65	0.068921305
66	0.03696116
67	0.07229248
68	0.058432292
69	0.05688625
70	0.04406453
71	0.031400375
72	0.032702025
73	0.056891095
74	0.015568949
75	0.015128545
76	0.053587355
77	0.050881468
78	0.048425384
79	0.046312682
80	0.05373405
81	0.015096463
82	0.056335773
83	0.077914976
84	0.07032046
85	0.033405956
86	0.020466449
87	0.024366425
88	0.016633958
89	0.01612517
90	0.010101459
91	0.032914404
92	0.015560082
93	0.032905735
94	0.0039899675
95	0.087364696
96	0.00035414982
97	0.4618506
98	0.18283339
99	0.29828432
100	0.32099482
101	0.5642375
102	0.21561745
103	0.21999122
104	0.236846
105	0.44969845
106	0.043003347
107	0.081232876
108	0.34003064
109	0.22553194
110	0.40671244
111	0.4299685
112	0.2802337
113	0.026419878
114	0.40316054
115	0.3801742
116	0.51381433
117	0.22594543
118	0.15225543
119	0.13619623
120	0.11898738
121	0.12931323
122	0.03888879
123	0.08613416
124	0.030991074
125	0.086095184
126	0.001353946
127	0
128	0.0013570067
129	0.00037255327
130	0.00036286892
131	0.00027547052
132	0.00014975981
133	0.00017660415
134	0.00018102217
135	0.00013692735
136	0.00021275849
137	0.00015486265
138	0.00011672682
139	0.0001436847
140	0.00019469888
141	0.00013187475
142	0.00013638195
143	0.00014128473
144	0.0001226145
145	0.00011062569
146	0.00010111221
147	0.00033589924
148	0.00032917428
149	0.0001260154
150	0.0002619931
151	0.00013640407
152	0.00020965497
153	0.00053249224
154	0.00013091501
155	0.00013846265
156	0.0003760183
157	0.00030743936
158	0.00010257969
159	0.00012740627
160	0.00020517132
161	0.00027768535
162	0.00018146237
163	0.00013838429
164	0.00029528138
165	0.00020205094
166	0.0004097799
167	0.00026289996
168	0.00035708607
169	0.0015341814
170	0.00023233808
171	0.00019928136
172	0.00018709945
173	0.00021522517
174	0.00026713972
175	0.00021251228
176	0.00037886697
177	0.00021085652
178	0.00025556356
179	0.00024218619
180	0.00020112134
181	0.00017664247
182	0.00016838084
183	0.00018852772
184	0.00036369683
185	0.00024765806
186	0.0003585618
187	0.0007826913
188	0.0002711174
189	0.0001886945
190	0.00017447388
191	0.00035358555
192	0.000028088058
193	0.000012286776
194	0.0012394969
195	0.0012715077
196	0.00009831341
197	0.00008174117
198	0.000022494562
199	0
200	0
201	0
202	0
203	0.0000132836385
204	0.00002036824
205	0.0000046940295
206	0.000018547576
207	0.00003471284
208	0.00027027057
209	0.00017788923
210	0
211	0.000007776027
212	8.8319234e-7
213	0.000016446798
214	0.000013505974
215	0
216	0.00018352801
217	0.00011885778
218	0.00004425822
219	0.00006041174
220	0
221	0.000007776027
222	0
223	0
224	0.00009329277
225	0.000023481734
226	0.0012763015
227	0.00046992366
228	0.00028226463
229	0.00041364192
230	0.000328293
231	0.00030431224
232	0.0002472956
233	0.00029963208
234	0.000058765516
235	0.00006921494
236	0.000110653724
237	0.000054832322
238	0.000039686296
239	0.00034167152
240	0.000044045693
241	0
242	0
243	0.000028946131
244	0.000022494562
245	0.000029349843
246	0.000014083966
247	0
248	0.000003165478
249	0
250	0.0000043385558
251	0
252	0.000072380964
253	0.000012286776
254	0.000008046613
255	2.7057308e-7
